prob_fraud,Class
0.03674714596829173,0.0
0.0030139097610206783,0.0
0.008240426076170286,0.0
0.054883676348222235,0.0
0.007575419207703776,0.0
0.004288656895602191,0.0
0.0059494627558224844,0.0
0.012429909932626583,0.0
0.01248444488226932,0.0
0.010493492668980106,0.0
0.038147609737144796,0.0
0.015234999579236479,0.0
0.007811071570167911,0.0
0.005061202306206433,0.0
0.01261275147948386,0.0
0.008079647913256646,0.0
0.01900636553731332,0.0
0.005157905355519712,0.0
0.008753034454664185,0.0
0.007291303279380868,0.0
0.016493373472473326,0.0
0.008907084605279347,0.0
0.01168912213591544,0.0
0.018977836807018977,0.0
0.015011810902488312,0.0
0.011082383055349967,0.0
0.01834725099104489,0.0
0.03656200824762284,0.0
0.01450203643651593,0.0
0.006604181999295242,0.0
0.019188749049728688,0.0
0.007540366265631931,0.0
0.008576383279952604,0.0
0.021180500634466297,0.0
0.03042134719028655,0.0
0.018840627107069442,0.0
0.011668140930110153,0.0
0.022309452436809048,0.0
0.008889466992729968,0.0
0.014058673343110246,0.0
0.014865890794737078,0.0
0.023640954354596386,0.0
0.027625156971970065,0.0
0.005952326920508866,0.0
0.007660167757874622,0.0
0.002753513089484649,0.0
0.004149310947569454,0.0
0.021117648184628104,0.0
0.0046186484943258705,0.0
0.02050684937171565,0.0
0.005625858412855409,0.0
0.009142567264261305,0.0
0.009784978828007428,0.0
0.014283824861131542,0.0
0.0149267389827194,0.0
0.09547761834426545,0.0
0.00953547934570747,0.0
0.1743551434911526,0.0
0.010556807651557202,0.0
0.011521085076239052,0.0
0.012446079250255976,0.0
0.008954088623730596,0.0
0.00563267585947181,0.0
0.00431344065053787,0.0
0.006538833524123892,0.0
0.008877409164932359,0.0
0.0072740423628242954,0.0
0.006235779631801929,0.0
0.005765478557907826,0.0
0.03586547607804906,0.0
0.012923433237069758,0.0
0.005350820680050844,0.0
0.09510448281454226,0.0
0.004110629830350959,0.0
0.006536242046416937,0.0
0.006245752267811733,0.0
0.009195154091129658,0.0
0.359252786887831,0.0
0.01341212436178002,0.0
0.029142584070864414,0.0
0.0066339364090092735,0.0
0.005310548622257004,0.0
0.011998972779423179,0.0
0.007576958719913584,0.0
0.012277881055382881,0.0
0.011321889234613964,0.0
0.016384662473060287,0.0
0.008472865656408505,0.0
0.010882209664717351,0.0
0.012101377329754337,0.0
0.011990435404151773,0.0
0.013535198253389788,0.0
0.019065947229901264,0.0
0.013384004186753829,0.0
0.0271730796482297,0.0
0.012551557268449776,0.0
0.0770293071578271,0.0
0.008724692976032702,0.0
0.00987695655177484,0.0
0.003310139745339273,0.0
0.006394655182842645,0.0
0.007217429457285735,0.0
0.014285393976960213,0.0
0.01740863835877551,0.0
0.021257262350203508,0.0
0.0061128046064736485,0.0
0.09657699204534498,0.0
0.015298521541458077,0.0
0.009256634225550594,0.0
0.06889134037120474,0.0
0.022799789398006465,0.0
0.012880862734526918,0.0
0.05982113611786817,0.0
0.013479950933796241,0.0
0.06330379400203004,0.0
0.021596197257560498,0.0
0.00789543159380041,0.0
0.008338766977572753,0.0
0.0045870216880491204,0.0
0.002400178529981931,0.0
0.0624319368502554,0.0
0.029058365073850928,0.0
0.06521949100251205,0.0
0.005908324157677001,0.0
0.007624766230090762,0.0
0.01016750459890205,0.0
0.021164534429222514,0.0
0.006590700336351967,0.0
0.020238917878870662,0.0
0.010742992294017598,0.0
0.005999092275411884,0.0
0.015362942145678193,0.0
